"Female_1","Female_2","Female_3","Male_1","Male_2","Male_3","ENSEMBL_ID","MGI_symbol","Description"
1212,1139,1094,1643,1385,1266,"ENSMUSG00000001383","Zmat2","zinc finger, matrin type 2 [Source:MGI Symbol;Acc:MGI:1913742]"
12,34,25,22,32,30,"ENSMUSG00000001403","Ube2c","ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]"
455,314,333,583,667,700,"ENSMUSG00000001415","Smg5","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2447364]"
5178,3598,3513,5690,5135,4195,"ENSMUSG00000001416","Cct3","chaperonin containing Tcp1, subunit 3 (gamma) [Source:MGI Symbol;Acc:MGI:104708]"
2554,2490,1719,2740,1861,2106,"ENSMUSG00000001418","Glmp","glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]"
1366,1603,1609,1705,2117,1718,"ENSMUSG00000001419","Mef2d","myocyte enhancer factor 2D [Source:MGI Symbol;Acc:MGI:99533]"
23,25,21,33,33,30,"ENSMUSG00000001420","Tmem79","transmembrane protein 79 [Source:MGI Symbol;Acc:MGI:1919163]"
9461,7370,6567,12042,9137,9380,"ENSMUSG00000001424","Snd1","staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]"
138,127,109,539,262,339,"ENSMUSG00000001435","Col18a1","collagen, type XVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88451]"
470,345,325,338,200,152,"ENSMUSG00000001436","Slc19a1","solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]"
606,545,531,588,638,658,"ENSMUSG00000001440","Kpnb1","karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]"
1176,1078,1039,1544,1591,1462,"ENSMUSG00000001441","Npepps","aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]"
8,9,2,28,13,24,"ENSMUSG00000001444","Tbx21","T-box 21 [Source:MGI Symbol;Acc:MGI:1888984]"
868,820,662,967,703,659,"ENSMUSG00000001445","Mrpl10","mitochondrial ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:1333801]"
1628,1460,1173,1871,1910,1955,"ENSMUSG00000001467","Cyp51","cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]"
11423,9679,8075,11560,11122,10844,"ENSMUSG00000001472","Tcf25","transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]"
3605,4197,2036,3834,4573,5651,"ENSMUSG00000001473","Tubb6","tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
1806,1719,1498,2095,1352,1491,"ENSMUSG00000001482","Def8","differentially expressed in FDCP 8 [Source:MGI Symbol;Acc:MGI:1346331]"
104,88,70,180,87,169,"ENSMUSG00000001493","Meox1","mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]"
24,11,10,117,4,65,"ENSMUSG00000001506","Col1a1","collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"
1997,2901,2672,3367,3977,3586,"ENSMUSG00000001507","Itga3","integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]"
3,13,13,32,20,42,"ENSMUSG00000001510","Dlx3","distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903]"
19,39,29,52,44,40,"ENSMUSG00000001517","Foxm1","forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]"
771,632,653,1017,781,894,"ENSMUSG00000001518","Itfg2","integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]"
35,24,17,54,39,72,"ENSMUSG00000001520","Nrip2","nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]"
66,52,63,88,101,105,"ENSMUSG00000001521","Tulp3","tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]"
242,193,193,259,251,198,"ENSMUSG00000001524","Gtf2h4","general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]"
1097,1030,935,1538,1099,885,"ENSMUSG00000001525","Tubb5","tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]"
2742,3264,2323,2518,6384,3263,"ENSMUSG00000001542","Ell2","elongation factor RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438]"
1339,1333,1091,2531,1734,1770,"ENSMUSG00000001552","Jup","junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650]"
399,260,164,356,197,181,"ENSMUSG00000001555","Fkbp10","FK506 binding protein 10 [Source:MGI Symbol;Acc:MGI:104769]"
41,27,40,35,39,28,"ENSMUSG00000001558","Klhl10","kelch-like 10 [Source:MGI Symbol;Acc:MGI:2181067]"
19,44,93,27,98,24,"ENSMUSG00000001566","Mnx1","motor neuron and pancreas homeobox 1 [Source:MGI Symbol;Acc:MGI:109160]"
675,445,455,694,657,677,"ENSMUSG00000001569","Nom1","nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749]"
11263,9048,7755,9441,7924,8224,"ENSMUSG00000001576","Ergic1","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 [Source:MGI Symbol;Acc:MGI:1914708]"
281,255,168,486,306,441,"ENSMUSG00000001583","Tnk1","tyrosine kinase, non-receptor, 1 [Source:MGI Symbol;Acc:MGI:1930958]"
7142,6972,4824,6246,11682,8486,"ENSMUSG00000001627","Ifrd1","interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]"
243,169,261,503,432,461,"ENSMUSG00000001630","Stk38l","serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]"
653,496,575,813,771,773,"ENSMUSG00000001632","Brpf1","bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]"
2439,1746,1484,2718,1708,1918,"ENSMUSG00000001642","Akr1b3","aldo-keto reductase family 1, member B3 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1353494]"
481,669,393,700,546,591,"ENSMUSG00000001663","Gstt1","glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]"
58,67,64,94,32,63,"ENSMUSG00000001665","Gstt3","glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]"
76,75,49,85,56,36,"ENSMUSG00000001666","Ddt","D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]"
79,88,60,141,141,128,"ENSMUSG00000001672","Marveld3","MARVEL (membrane-associating) domain containing 3 [Source:MGI Symbol;Acc:MGI:1920858]"
520,321,309,610,447,479,"ENSMUSG00000001674","Ddx18","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192]"
3433,2717,3102,2938,3828,2712,"ENSMUSG00000001687","Ubl3","ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]"
323,243,266,505,327,341,"ENSMUSG00000001700","Gramd3","GRAM domain containing 3 [Source:MGI Symbol;Acc:MGI:1914815]"
319,207,205,228,168,195,"ENSMUSG00000001707","Eef1e1","eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]"
441,381,423,449,379,381,"ENSMUSG00000001729","Akt1","thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]"
29,43,47,53,69,51,"ENSMUSG00000001741","Il16","interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]"
273,241,219,350,406,346,"ENSMUSG00000001750","Tcirg1","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]"
1949,1836,1771,1648,942,1142,"ENSMUSG00000001751","Naglu","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]"
1783,1559,1450,2074,1478,1589,"ENSMUSG00000001755","Coasy","Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]"
90,105,80,232,185,170,"ENSMUSG00000001761","Smo","smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]"
73,228,391,169,690,121,"ENSMUSG00000001763","Tspan33","tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012]"
549,471,400,644,577,595,"ENSMUSG00000001767","Crnkl1","crooked neck pre-mRNA splicing factor 1 [Source:MGI Symbol;Acc:MGI:1914127]"
88,44,38,214,118,190,"ENSMUSG00000001768","Rin2","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]"
7,7,9,3,11,16,"ENSMUSG00000001773","Folh1","folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]"
1183,855,1030,1354,1497,958,"ENSMUSG00000001774","Chordc1","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 [Source:MGI Symbol;Acc:MGI:1914167]"
2860,2456,2195,3700,2653,2787,"ENSMUSG00000001783","Rtcb","RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]"
1278,810,768,1361,993,971,"ENSMUSG00000001785","Pwp1","PWP1 homolog, endonuclein [Source:MGI Symbol;Acc:MGI:1914735]"
613,499,465,803,609,540,"ENSMUSG00000001786","Fbxo7","F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004]"
943,853,851,916,583,674,"ENSMUSG00000001794","Capns1","calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]"
45,55,55,46,71,62,"ENSMUSG00000001802","Lrp3","low density lipoprotein receptor-related protein 3 [Source:MGI Symbol;Acc:MGI:3584516]"
590,484,354,618,273,301,"ENSMUSG00000001827","Folr1","folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]"
1538,1095,1016,1848,1528,1556,"ENSMUSG00000001829","Clpb","ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]"
3574,2127,2626,4169,3924,3096,"ENSMUSG00000001833","Sept7","septin 7 [Source:MGI Symbol;Acc:MGI:1335094]"
1003,871,723,1025,728,946,"ENSMUSG00000001844","Zdhhc4","zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]"
1582,1232,3195,1809,3838,1525,"ENSMUSG00000001847","Rac1","Rac family small GTPase 1 [Source:MGI Symbol;Acc:MGI:97845]"
1064,849,910,1385,1339,1334,"ENSMUSG00000001855","Nup214","nucleoporin 214 [Source:MGI Symbol;Acc:MGI:1095411]"
13,40,31,57,56,52,"ENSMUSG00000001864","Aif1l","allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598]"
107,24,36,237,99,172,"ENSMUSG00000001870","Ltbp1","latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]"
2019,1940,1706,2077,1968,1754,"ENSMUSG00000001891","Ugp2","UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]"
38,42,42,61,49,86,"ENSMUSG00000001901","Kcnh6","potassium voltage-gated channel, subfamily H (eag-related), member 6 [Source:MGI Symbol;Acc:MGI:2684139]"
747,627,626,712,894,786,"ENSMUSG00000001909","Trmt1","tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]"
207,227,245,284,271,288,"ENSMUSG00000001910","Nacc1","nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]"
606,510,483,557,403,427,"ENSMUSG00000001911","Nfix","nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]"
1620,865,748,1075,652,778,"ENSMUSG00000001918","Slc1a5","solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]"
9107,7896,6722,9424,7453,6806,"ENSMUSG00000001924","Uba1","ubiquitin-like modifier activating enzyme 1 [Source:MGI Symbol;Acc:MGI:98890]"
31,72,41,73,73,40,"ENSMUSG00000001930","Vwf","Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]"
1895,1873,1701,2323,2024,1980,"ENSMUSG00000001942","Siae","sialic acid acetylesterase [Source:MGI Symbol;Acc:MGI:104803]"
270,156,146,319,98,212,"ENSMUSG00000001946","Esam","endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]"
206,256,178,283,221,177,"ENSMUSG00000001948","Spa17","sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]"
538,485,336,540,516,481,"ENSMUSG00000001962","Fam50a","family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]"
3609,6987,4413,3719,8173,5014,"ENSMUSG00000001964","Emd","emerin [Source:MGI Symbol;Acc:MGI:108117]"
59,43,61,72,49,59,"ENSMUSG00000001983","Taco1","translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]"
13,6,10,50,35,69,"ENSMUSG00000001985","Grik3","glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]"
67,41,43,130,170,83,"ENSMUSG00000001986","Gria3","glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]"
4,11,19,12,15,16,"ENSMUSG00000001988","Npas1","neuronal PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109205]"
657,540,605,526,959,672,"ENSMUSG00000001995","Sipa1l2","signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]"
258,148,192,250,313,317,"ENSMUSG00000001998","Ap4e1","adaptor-related protein complex AP-4, epsilon 1 [Source:MGI Symbol;Acc:MGI:1336993]"
446,433,275,514,408,356,"ENSMUSG00000001999","Blvra","biliverdin reductase A [Source:MGI Symbol;Acc:MGI:88170]"
14,16,24,15,26,36,"ENSMUSG00000002006","Pdzd4","PDZ domain containing 4 [Source:MGI Symbol;Acc:MGI:2443483]"
20,12,38,18,43,44,"ENSMUSG00000002007","Srpk3","serine/arginine-rich protein specific kinase 3 [Source:MGI Symbol;Acc:MGI:1891338]"
4202,3636,3111,4003,3698,3518,"ENSMUSG00000002010","Idh3g","isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]"
502,646,437,707,811,615,"ENSMUSG00000002012","Pnck","pregnancy upregulated non-ubiquitously expressed CaM kinase [Source:MGI Symbol;Acc:MGI:1347357]"
7202,7054,5784,6016,3959,5667,"ENSMUSG00000002014","Ssr4","signal sequence receptor, delta [Source:MGI Symbol;Acc:MGI:1099464]"
4993,4035,3270,5487,3916,4217,"ENSMUSG00000002015","Bcap31","B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]"
1089,735,767,939,688,622,"ENSMUSG00000002017","Fam98a","family with sequence similarity 98, member A [Source:MGI Symbol;Acc:MGI:1919972]"
352,253,507,614,993,811,"ENSMUSG00000002028","Kmt2a","lysine (K)-specific methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96995]"
636,687,599,826,590,574,"ENSMUSG00000002031","Ift46","intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]"
916,1077,819,1872,1762,1823,"ENSMUSG00000002032","Tmem25","transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]"
718,703,555,738,537,544,"ENSMUSG00000002043","Trappc6a","trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]"
1877,1854,2027,2138,2468,2492,"ENSMUSG00000002052","Supt6","SPT6, histone chaperone and transcription elongation factor [Source:MGI Symbol;Acc:MGI:107726]"
8,55,42,44,47,43,"ENSMUSG00000002055","Spag5","sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]"
142,197,146,265,228,192,"ENSMUSG00000002058","Unc119","unc-119 lipid binding chaperone [Source:MGI Symbol;Acc:MGI:1328357]"
830,755,636,841,577,514,"ENSMUSG00000002059","Rab34","RAB34, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]"
2029,2209,1901,2557,1940,1824,"ENSMUSG00000002064","Sdf2","stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019]"
45,42,67,61,95,59,"ENSMUSG00000002068","Ccne1","cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]"
9,13,7,6,14,6,"ENSMUSG00000002076","Hsf2bp","heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]"
81,55,72,107,73,131,"ENSMUSG00000002083","Bbc3","BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667]"
2261,1596,1503,2366,1898,1784,"ENSMUSG00000002102","Psmc3","proteasome (prosome, macropain) 26S subunit, ATPase 3 [Source:MGI Symbol;Acc:MGI:1098754]"
1697,1345,1262,2137,1776,1798,"ENSMUSG00000002103","Acp2","acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]"
1794,1309,1142,1430,1012,1132,"ENSMUSG00000002105","Slc39a13","solute carrier family 39 (metal ion transporter), member 13 [Source:MGI Symbol;Acc:MGI:1915677]"
673,603,635,637,822,744,"ENSMUSG00000002107","Celf2","CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]"
126,134,85,230,143,197,"ENSMUSG00000002108","Nr1h3","nuclear receptor subfamily 1, group H, member 3 [Source:MGI Symbol;Acc:MGI:1352462]"
177,108,128,211,263,239,"ENSMUSG00000002109","Ddb2","damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314]"
14,5,4,32,11,8,"ENSMUSG00000002111","Spi1","spleen focus forming virus (SFFV) proviral integration oncogene [Source:MGI Symbol;Acc:MGI:98282]"
1278,876,934,1650,1206,1269,"ENSMUSG00000002129","Sf3a1","splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]"
1366,935,826,1388,875,1039,"ENSMUSG00000002147","Stat6","signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]"
180,131,95,337,183,279,"ENSMUSG00000002190","Clgn","calmegin [Source:MGI Symbol;Acc:MGI:107472]"
9,2,14,19,25,14,"ENSMUSG00000002204","Napsa","napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]"
1160,1016,797,1174,1019,1062,"ENSMUSG00000002205","Vrk3","vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]"
236,168,192,367,309,367,"ENSMUSG00000002210","Smg9","smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]"
1109,807,1064,1418,1867,1363,"ENSMUSG00000002221","Paxip1","PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]"
403,402,831,438,797,454,"ENSMUSG00000002222","Rmnd5a","required for meiotic nuclear division 5 homolog A [Source:MGI Symbol;Acc:MGI:1915727]"
455,537,430,1039,825,682,"ENSMUSG00000002227","Mov10","Mov10 RISC complex RNA helicase [Source:MGI Symbol;Acc:MGI:97054]"
74,73,60,241,192,273,"ENSMUSG00000002228","Ppm1j","protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137]"
341,375,259,689,550,440,"ENSMUSG00000002233","Rhoc","ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]"
36,45,42,62,85,95,"ENSMUSG00000002250","Ppard","peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]"
37,43,35,62,45,21,"ENSMUSG00000002257","Def6","differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]"
29153,22838,31818,34669,48964,37881,"ENSMUSG00000002265","Peg3","paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]"
136,173,320,180,562,251,"ENSMUSG00000002266","Zim1","zinc finger, imprinted 1 [Source:MGI Symbol;Acc:MGI:1341879]"
45,79,39,59,85,87,"ENSMUSG00000002274","Metrn","meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]"
1217,1093,943,1369,885,1078,"ENSMUSG00000002279","Lmf1","lipase maturation factor 1 [Source:MGI Symbol;Acc:MGI:1923733]"
407,375,420,672,557,450,"ENSMUSG00000002280","Ciao3","cytosolic iron-sulfur assembly component 3 [Source:MGI Symbol;Acc:MGI:1914813]"
168,137,96,474,289,233,"ENSMUSG00000002289","Angptl4","angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]"
23,35,15,45,37,33,"ENSMUSG00000002297","Dbf4","DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]"
591,425,466,738,655,522,"ENSMUSG00000002307","Daxx","Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]"
877,769,623,1041,782,793,"ENSMUSG00000002308","Cd320","CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]"
1472,1089,981,1397,1068,983,"ENSMUSG00000002319","Ipo4","importin 4 [Source:MGI Symbol;Acc:MGI:1923001]"
1626,1134,1101,1531,1092,1327,"ENSMUSG00000002320","Tm9sf1","transmembrane 9 superfamily member 1 [Source:MGI Symbol;Acc:MGI:1921390]"
445,510,415,405,440,374,"ENSMUSG00000002324","Rec8","REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]"
535,405,420,854,878,769,"ENSMUSG00000002325","Irf9","interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]"
153,144,134,217,191,171,"ENSMUSG00000002326","Gmpr2","guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]"
696,577,568,895,651,641,"ENSMUSG00000002329","Mdp1","magnesium-dependent phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915131]"
1247,1207,894,1295,1072,1008,"ENSMUSG00000002332","Dhrs1","dehydrogenase/reductase (SDR family) member 1 [Source:MGI Symbol;Acc:MGI:1196314]"
10,19,8,66,39,19,"ENSMUSG00000002341","Ncan","neurocan [Source:MGI Symbol;Acc:MGI:104694]"
2157,1993,1585,2793,2104,2101,"ENSMUSG00000002342","Tmem161a","transmembrane protein 161A [Source:MGI Symbol;Acc:MGI:2384577]"
344,204,203,332,158,271,"ENSMUSG00000002343","Armc6","armadillo repeat containing 6 [Source:MGI Symbol;Acc:MGI:1924063]"
308,338,277,467,343,305,"ENSMUSG00000002345","Borcs8","BLOC-1 related complex subunit 8 [Source:MGI Symbol;Acc:MGI:1919618]"
653,563,527,853,1274,928,"ENSMUSG00000002346","Slc25a42","solute carrier family 25, member 42 [Source:MGI Symbol;Acc:MGI:1920345]"
314,301,311,491,415,320,"ENSMUSG00000002365","Snx9","sorting nexin 9 [Source:MGI Symbol;Acc:MGI:1913866]"
1503,1207,1011,1974,1811,1543,"ENSMUSG00000002372","Ranbp3","RAN binding protein 3 [Source:MGI Symbol;Acc:MGI:1919060]"
1190,1321,961,1270,1027,953,"ENSMUSG00000002379","Ndufa11","NADH:ubiquinone oxidoreductase subunit A11 [Source:MGI Symbol;Acc:MGI:1917125]"
149,207,183,211,262,203,"ENSMUSG00000002393","Nr2f6","nuclear receptor subfamily 2, group F, member 6 [Source:MGI Symbol;Acc:MGI:1352453]"
1248,1283,947,1289,1002,1086,"ENSMUSG00000002395","Use1","unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]"
212,184,184,252,237,267,"ENSMUSG00000002396","Ocel1","occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]"
265,215,259,313,204,202,"ENSMUSG00000002409","Dyrk1b","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:MGI Symbol;Acc:MGI:1330302]"
837,468,798,661,1455,898,"ENSMUSG00000002413","Braf","Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]"
420,356,354,423,499,362,"ENSMUSG00000002416","Ndufb2","NADH:ubiquinone oxidoreductase subunit B2 [Source:MGI Symbol;Acc:MGI:1915448]"
1106,700,947,1260,1009,843,"ENSMUSG00000002428","Hltf","helicase-like transcription factor [Source:MGI Symbol;Acc:MGI:1196437]"
2287,1860,1540,2559,2236,2315,"ENSMUSG00000002455","Prpf6","pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]"
219,117,88,149,125,92,"ENSMUSG00000002458","Rgs19","regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]"
13,30,21,42,60,83,"ENSMUSG00000002459","Rgs20","regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]"
273,244,261,371,421,383,"ENSMUSG00000002475","Abhd3","abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]"
628,563,496,692,566,567,"ENSMUSG00000002477","Snrpd1","small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]"
184,150,158,253,227,228,"ENSMUSG00000002486","Tchp","trichoplein, keratin filament binding [Source:MGI Symbol;Acc:MGI:1925082]"
603,408,422,528,628,608,"ENSMUSG00000002489","Tiam1","T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]"
3209,2644,2491,3891,3867,3436,"ENSMUSG00000002496","Tsc2","TSC complex subunit 2 [Source:MGI Symbol;Acc:MGI:102548]"
